ewma_01,ewma_005,ewma_001,price,buy_signal,price_diff,timestamp
2520.835,2520.9225,2520.9925,2519.26,0,-0.028270206330430463,1623196980
2518.3390000000004,2518.7995,2519.1679000000004,2510.05,0,-0.018298440270114257,1623197040
2509.1040000000003,2509.577,2509.9554000000003,2500.59,0,-0.014584558044301647,1623197100
2500.3400000000006,2500.465,2500.565,2498.09,0,-0.013598389169325466,1623197160
2497.7470000000003,2497.9185,2498.0557000000003,2494.66,0,-0.013901694018423288,1623197220
2493.862,2494.2609999999995,2494.5801999999994,2486.68,0,-0.010737207843389508,1623197280
2487.131,2486.9054999999994,2486.7250999999997,2491.19,0,-0.012528149197772967,1623197340
2492.017,2491.6034999999997,2491.2727,2499.46,0,-0.012870780088499146,1623197400
2499.494,2499.477,2499.4634,2499.8,0,-0.013005040403232346,1623197460
2499.7560000000003,2499.778,2499.7956,2499.36,0,-0.013879553165610417,1623197520
2498.878,2499.1189999999997,2499.3118,2494.54,0,-0.011974151546978559,1623197580
2493.7160000000003,2494.1279999999997,2494.4575999999997,2486.3,0,-0.008699674214696581,1623197640
2487.422,2486.8610000000003,2486.4122,2497.52,0,-0.013016912777475161,1623197700
2497.48,2497.5,2497.516,2497.12,0,-0.012858813352982506,1623197760
2496.505,2496.8124999999995,2497.0585,2490.97,0,-0.007049462659124738,1623197820
2490.161,2490.5654999999997,2490.8890999999994,2482.88,0,-0.0038141190875113796,1623197880
2481.969,2482.4245,2482.7889,2473.77,0,-0.00014552686789803715,1623197940
2473.699,2473.7344999999996,2473.7628999999997,2473.06,0,0.00014152507419953786,1623198000
2473.529,2473.2944999999995,2473.1069,2477.75,0,-0.004738169710422674,1623198060
